Object,qid,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,Score,Rank
1532,1,1,0.873,0.88,0.291,0.566,0.157,0.219,0.198,0.35,0,0.677,0.285,0.086,0.666,0.418,0.887,873
1533,1,1,0.272,0.446,0.399,0.847,0.759,0.74,0.375,0.461,1,0.789,0.482,0.786,0.057,0.601,2.84,587
1534,1,1,0.921,0.974,0.443,0.98,0.42,0.153,0.04,0.432,1,0.815,0.264,0.948,0.634,0.257,3.682,489
1535,1,0,0.931,0.814,0.518,0.763,0.27,0.044,0.509,0.041,0,0.754,0.92,0.52,0.017,0.96,-3.142,1446
1536,1,1,0.657,0.275,0.389,0.25,0.911,0.867,0.329,0.913,0,0.467,0.514,0.224,0.195,0.982,0.888,872
1537,1,1,0.829,0.385,0.784,0.212,0.927,0.873,0.769,0.518,0,0.371,0.752,0.246,0.667,0.774,2.222,673
1538,1,0,0.767,0.815,0.779,0.797,0.673,0.95,0.465,0.793,0,0.093,0.648,0.109,0.671,0.045,11.439,24
1539,1,0,0.361,0.072,0.832,0.719,0.686,0.81,0.009,0.358,1,0.406,0.068,0.093,0.976,0.433,3.123,557
1540,1,0,0.301,0.427,0.978,0.956,0.558,0.332,0.037,0.209,0,0.634,0.854,0.345,0.106,0.849,1.925,726
1541,1,1,0.481,0.484,0.282,0.933,0.411,0.552,0.662,0.885,0,0.464,0.461,0.378,0.562,0.692,-0.236,1058
1542,1,0,0.643,0.775,0.431,0.107,0.475,0.872,0.122,0.148,0,0.688,0.723,0.567,0.939,0.535,-5.238,1682
1543,1,0,0.993,0.728,0.728,0.695,0.164,0.249,0.801,0.121,0,0.792,0.863,0.965,0.42,0.599,-3.926,1543
1544,1,0,0.438,0.586,0.201,0.355,0.885,0.468,0.736,0.746,0,0.223,0.996,0.776,0.628,0.542,-1.035,1180
1545,1,1,0.022,0.467,0.712,0.88,0.065,0.148,0.964,0.721,0,0.708,0.396,0.604,0.512,0.971,-6.947,1831
1546,1,0,0.229,0.764,0.278,0.629,0.471,0.758,0.924,0.956,0,0.788,0.133,0.27,0.294,0.284,4.352,415
1547,1,1,0.857,0.6,0.871,0.059,0.341,0.356,0.731,0.734,1,0.216,0.529,0.624,0.084,0.908,-3.312,1474
1548,1,0,0.993,0.345,0.543,0.878,0.281,0.085,0.173,0.14,0,0.767,0.724,0.675,0.643,0.219,0.582,920
1549,1,1,0.605,0.022,0.911,0.506,0.843,0.707,0.608,0.599,1,0.564,0.895,0.464,0.04,0.848,1.531,785
1550,1,0,0.43,0.806,0.379,0.294,0.104,0.736,0.439,0.137,0,0.811,0.197,0.698,0.859,0.224,-4.236,1573
1551,1,1,0.558,0.292,0.437,0.587,0.237,0.791,0.558,0.226,0,0.405,0.265,0.492,0.479,0.672,-2.643,1387
1552,1,1,0.602,0.552,0.312,0.158,0.829,0.5,0.136,0.935,1,0.046,0.065,0.442,0.747,0.576,1.638,771
1553,1,0,0.693,0.039,0.973,0.469,0.111,0.276,0.489,0.634,1,0.303,0.812,0.794,0.705,0.355,-5.443,1704
1554,1,1,0.011,0.493,0.574,0.485,0.692,0.177,0.796,0.959,0,0.2,0.235,0.71,0.783,0.742,-1.138,1193
1555,1,0,0.776,0.44,0.09,0.821,0.479,0.413,0.375,0.149,1,0.357,0.024,0.45,0.452,0.745,-1.169,1198
1556,1,0,0.455,0.457,0.766,0.97,0.717,0.871,0.043,0.95,1,0.7,0.883,0.513,0.342,0.131,7.244,147
1557,1,0,0.069,0.112,0.849,0.578,0.591,0.586,0.828,0.297,1,0.683,0.125,0.205,0.261,0.311,4.694,367
1558,1,0,0.751,0.404,0.611,0.524,0.781,0.251,0.807,0.083,0,0.398,0.9,1,0.055,0.578,2.037,706
1559,1,0,0.115,0.547,0.728,0.992,0.841,0.891,0.279,0.291,0,0.357,0.964,0.639,0.999,0.274,4.256,424
1560,1,0,0.272,0.475,0.196,0.054,0.69,0.267,0.012,0.316,0,0.124,0.907,0.419,0.25,0.943,-5.402,1699
1561,1,0,0.324,0.535,0.178,0.549,0.913,0.932,0.613,0.001,1,0.7,0.419,0.238,0.673,0.251,4.356,414
1562,1,1,0.684,0.508,0.054,0.305,0.615,0.06,0.035,0.93,1,0.783,0.145,0.394,0.34,0.454,0.966,859
1563,1,0,0.497,0.557,0.903,0.709,0.744,0.356,0.908,0.578,0,0.478,0.714,0.033,0.562,0.877,2.452,648
1564,1,1,0.392,0.508,0.244,0.004,0.674,0.918,0.387,0.215,0,0.998,0.457,0.291,0.065,0.537,0.818,885
1565,1,0,0.804,0.419,0.1,0.152,0.251,0.078,0.351,0.137,0,0.655,0.418,0.484,0.839,0.074,-2.9,1412
1566,1,1,0.685,0.885,0.503,0.85,0.479,0.176,0.176,0.278,0,0.402,0.549,1,0.268,0.581,2.476,638
1567,1,1,0.381,0.891,0.875,0.866,0.664,0.856,0.042,0.438,1,0.566,0.226,0.645,0.046,0.578,7.505,132
1568,1,1,0.823,0.769,0.614,0.614,0.133,0.295,0.248,0.706,0,0.737,0.923,0.942,0.332,0.8,-5.862,1752
1569,1,0,0.081,0.665,0.334,0.955,0.189,0.368,0.588,0.78,1,0.381,0.218,0.761,0.473,0.303,-0.697,1129
1570,1,0,0.094,0.394,0.665,0.87,0.991,0.904,0.148,0.116,1,0.954,0.267,0.257,0.752,0.149,8.303,90
1571,1,0,0.763,0.671,0.58,0.021,0.011,0.51,0.011,0.571,1,0.616,0.623,0.543,0.039,0.737,-7.764,1879
1572,1,1,0.992,0.95,0.01,0.373,0.999,0.047,0.192,0.693,1,0.324,0.952,0.498,0.935,0.419,2.368,657
1573,1,0,0.512,0.502,0.003,0.553,0.954,0.012,0.806,0.82,0,0.157,0.551,0.932,0.111,0.948,-0.883,1161
1574,1,0,0.936,0.81,0.525,0.853,0.21,0.077,0.474,0.152,1,0.378,0.795,0.134,0.379,0.612,0.075,1010
1575,1,0,0.561,0.185,0.021,0.901,0.296,0.598,0.144,0.432,1,0.808,0.982,0.248,0.161,0.31,-1.233,1210
1576,1,1,0.11,0.179,0.193,0.918,0.901,0.402,0.184,0.307,1,0.525,0.315,0.994,0.065,0.446,4.373,412
1577,1,1,0.14,0.967,0.749,0.436,0.15,0.156,0.106,0.128,1,0.678,0.136,0.168,0.653,0.891,-4.754,1633
1578,1,1,0.419,0.03,0.964,0.54,0.32,0.112,0.521,0.796,1,0.341,0.657,0.658,0.474,0.311,-0.081,1038
1579,1,1,0.27,0.727,0.36,0.316,0.513,0.762,0.1,0.286,1,0.5,0.678,0.971,0.174,0.79,-4.817,1642
1580,1,1,0.695,0.971,0.686,0.481,0.554,0.718,0.886,0.783,0,0.104,0.886,0.623,0.644,0.247,4.944,347
1581,1,1,0.43,0.821,0.263,0.921,0.82,0.052,0.243,0.929,0,0.012,0.83,0.767,0.367,0.115,9.613,58
1582,1,1,0.965,0.543,0.608,0.99,0.261,0.762,0.644,0.494,0,0.726,0.462,0.433,0.196,0.974,-0.739,1140
1583,1,0,0.792,0.701,0.148,0.723,0.535,0.881,0.381,0.394,0,0.379,0.551,0.421,0.321,0.838,-0.836,1156
1584,1,1,0.773,0.866,0.323,0.527,0.551,0.763,0.848,0.556,0,0.702,0.224,0.028,0.975,0.677,0.748,895
1585,1,1,0.959,0.99,0.493,0.042,0.149,0.095,0.919,0.333,1,0.707,0.392,0.433,0.655,0.922,-8.257,1908
1586,1,1,0.058,0.832,0.652,0.353,0.144,0.66,0.629,0.556,1,0.47,0.766,0.36,0.388,0.412,-2.313,1348
1587,1,1,0.082,0.937,0.451,0.079,0.95,0.905,0.1,0.822,1,0.811,0.716,0.083,0.285,0.794,1.207,826
1588,1,0,0.891,0.83,0.439,0.529,0.236,0.754,0.376,0.291,0,0.363,0.745,0.625,0.526,0.435,-1.408,1231
1589,1,0,0.511,0.709,0.988,0.33,0.248,0.964,0.341,0.912,1,0.673,0.814,0.131,0.515,0.916,-5.816,1746
1590,1,0,0.096,0.398,0.444,0.152,0.928,0.126,0.358,0.781,1,0.62,0.628,0.07,0.473,0.336,3.073,563
1591,1,1,0.041,0.043,0.572,0.567,0.16,0.735,0.884,0.98,0,0.583,0.929,0.305,0.861,0.347,-5.014,1664
1592,1,0,0.617,0.502,0.611,0.9,0.992,0.669,0.479,0.034,0,0.926,0.334,0.096,0.918,0.604,5.736,274
1593,1,0,0.312,0.046,0.323,0.009,0.152,0.393,0.997,0.265,1,0.807,0.601,0.072,0.343,0.85,-11.301,1981
1594,1,0,0.803,0.307,0.934,0.037,0.046,0.614,0.967,0.724,0,0.254,0.839,0.459,0.149,0.899,-7.688,1876
1595,1,0,0.241,0.982,0.821,0.355,0.751,0.589,0.403,0.746,1,0.303,0.869,0.748,0.435,0.632,0.297,972
1596,1,1,0.983,0.304,0.636,0.136,0.472,0.331,0.918,0.448,0,0.959,0.654,0.172,0.638,0.14,2.664,607
1597,1,0,0.425,0.035,0.839,0.722,0.593,0.845,0.87,0.348,0,0.594,0.956,0.974,0.466,0.521,-1.641,1268
1598,1,0,0.779,0.845,0.981,0.805,0.529,0.589,0.825,0.326,1,0.758,0.455,0.158,0.117,0.502,7.214,151
1599,1,1,0.409,0.227,0.561,0.526,0.895,0.253,0.165,0.17,0,0.554,0.248,0.877,0.015,0.566,5.228,318
1600,1,0,0.691,0.2,0.871,0.821,0.36,0.988,0.798,0.024,1,0.413,0.853,0.911,0.483,0.668,-3.953,1547
1601,1,0,0.91,0.636,0.971,0.229,0.111,0.185,0.622,0.487,0,0.936,0.188,0.927,0.368,0.687,-4.987,1661
1602,1,0,0.358,0.752,0.945,0.246,0.052,0.901,0.326,0.533,1,0.221,0.728,0.511,0.764,0.294,-3.928,1544
1603,1,0,0.603,0.978,0.11,0.012,0.4,0.993,0.875,0.708,1,0.701,0.003,0.322,0.209,0.916,-5.264,1685
1604,1,1,0.344,0.842,0.116,0.758,0.796,0.553,0.571,0.481,0,0.684,0.295,0.068,0.903,0.231,7.078,159
1605,1,1,0.012,0.216,0.63,0.17,0.424,0.97,0.97,0.114,1,0.519,0.898,0.817,0.544,0.582,-7.258,1849
1606,1,1,0.804,0.246,0.982,0.906,0.652,0.554,0.625,0.379,1,0.903,0.158,0.536,0.173,0.56,6.435,203
1607,1,1,0.611,0.442,0.717,0.181,0.256,0.665,0.391,0.985,0,0.988,0.517,0.504,0.314,0.269,0.078,1008
1608,1,0,0.119,0.808,0.534,0.363,0.003,0.527,0.757,0.713,0,0.697,0.202,0.156,0.505,0.367,-2.176,1327
1609,1,0,0.799,0.775,0.567,0.239,0.248,0.178,0.9,0.912,1,0.977,0.408,0.107,0.281,0.254,1.315,813
1610,1,0,0.253,0.35,0.639,0.084,0.365,0.261,0.619,0.812,0,0.644,0.483,0.544,0.089,0.584,-3.016,1427
1611,1,0,0.663,0.685,0.624,0.224,0.398,0.771,0.517,0.66,0,0.393,0.648,0.209,0.623,0.552,-1.224,1206
1612,1,1,0.19,0.53,0.764,0.392,0.716,0.859,0.045,0.93,0,0.609,0.479,0.03,0.219,0.303,8.246,94
1613,1,1,0.814,0.737,0.473,0.665,0.393,0.56,0.534,0.637,0,0.224,0.306,0.002,0.018,0.762,4.902,351
1614,1,1,0.231,0.716,0.472,0.151,0.691,0.632,0.588,0.999,0,0.839,0.363,0.219,0.763,0.537,0.335,965
1615,1,0,0.663,0.022,0.563,0.66,0.278,0.052,0.384,0.668,1,0.064,0.698,0.394,0.978,0.762,-7.584,1870
1616,1,1,0.929,0.301,0.194,0.365,0.672,0.322,0.252,0.451,0,0.748,0.667,0.188,0.44,0.615,0.483,932
1617,1,0,0.816,0.031,0.382,0.223,0.49,0.373,0.053,0.182,1,0.755,0.299,0.65,0.865,0.356,-4.624,1625
1618,1,0,0.413,0.053,0.587,0.443,0.163,0.939,0.822,0.563,0,0.448,0.946,0.42,0.064,0.616,-4.716,1629
1619,1,1,0.131,0.973,0.715,0.104,0.163,0.787,0.143,0.546,0,0.661,0.836,0.45,0.054,0.511,-1.819,1283
1620,1,1,0.791,0.852,0.16,0.281,0.071,0.532,0.324,0.167,0,0.218,0.122,0.711,0.782,0.846,-8.123,1899
1621,1,1,0.414,0.862,0.284,0.093,0.724,0.835,0.67,0.104,1,0.055,0.079,0.749,0.782,0.662,-1.618,1265
1622,1,1,0.295,0.418,0.132,0.281,0.212,0.491,0.795,0.746,0,0.376,0.769,0.968,0.231,0.888,-10.069,1963
1623,1,1,0.515,0.963,0.474,0.154,0.717,0.245,0.291,0.613,1,0.477,0.686,0.096,0.809,0.204,4.274,421
1624,1,1,0.209,0.121,0.143,0.431,0.965,0.992,0.368,0.97,0,0.692,0.78,0.164,0.269,0.116,7.273,145
1625,1,1,0.325,0.327,0.275,0.394,0.741,0.307,0.624,0.427,1,0.847,0.829,0.872,0.409,0.237,0.027,1020
1626,1,1,0.691,0.038,0.569,0.689,0.797,0.304,0.812,0.097,0,0.557,0.202,0.751,0.823,0.111,6.238,222
1627,1,1,0.276,0.644,0.937,0.545,0.134,0.23,0.749,0.122,1,0.103,0.853,0.171,0.36,0.291,2.138,686
1628,1,1,0.55,0.94,0.149,0.119,0.654,0.35,0.699,0.628,1,0.076,0.048,0.275,0.777,0.882,-2.45,1369
1629,1,0,0.452,0.491,0.627,0.084,0.756,0.058,0.588,0.154,0,0.5,0.797,0.265,0.516,0.68,-0.966,1172
1630,1,0,0.363,0.461,0.928,0.52,0.452,0.468,0.496,0.521,0,0.064,0.484,0.334,0.369,0.037,7.81,118
1631,1,1,0.438,0.041,0.262,0.103,0.419,0.696,0.264,0.552,0,0.87,0.547,0.706,0.364,0.542,-5.693,1736
1632,1,0,0.964,0.241,0.358,0.977,0.14,0.586,0.858,0.15,0,0.747,0.82,0.607,0.158,0.566,-2.464,1370
1633,1,1,0.569,0.122,0.196,0.984,0.975,0.345,0.341,0.402,1,0.873,0.075,0.47,0.777,0.1,8.222,96
1634,1,0,0.522,0.984,0.987,0.793,0.54,0.753,0.232,0.712,0,0.934,0.502,0.955,0.78,0.821,-1.995,1312
1635,1,0,0.146,0.223,0.797,0.119,0.941,0.213,0.5,0.789,1,0.225,0.706,0.63,0.763,0.501,-0.759,1145
1636,1,1,0.993,0.875,0.72,0.22,0.631,0.905,0.811,0.594,0,0.999,0.812,0.513,0.067,0.082,8.26,93
1637,1,1,0.315,0.931,0.567,0.615,0.61,0.751,0.215,0.872,0,0.001,0.716,0.002,0.218,0.669,5.928,252
1638,1,1,0.319,0.931,0.399,0.454,0.235,0.55,0.246,0.107,0,0.173,0.988,0.373,0.046,0.002,5.595,287
1639,1,1,0.736,0.442,0.839,0.992,0.419,0.569,0.567,0.62,1,0.188,0.455,0.62,0.806,0.514,1.913,731
1640,1,1,0.411,0.499,0.432,0.68,0.209,0.067,0.774,0.621,1,0.1,0.601,0.721,0.01,0.186,2.74,600
1641,1,1,0.357,0.382,0.148,0.097,0.102,0.941,0.766,0.002,0,0.578,0.538,0.174,0.597,0.925,-10.744,1973
1642,1,1,0.382,0.929,0.766,0.768,0.829,0.512,0.828,0.263,0,0.256,0.508,0.008,0.275,0.563,10.672,35
1643,1,1,0.079,0.994,0.851,0.828,0.056,0.35,0.073,0.061,1,0.782,0.01,0.671,0.062,0.306,3.596,497
1644,1,0,0.699,0.277,0.715,0.24,0.051,0.915,0.937,0.167,0,0.81,0.536,0.176,0.795,0.804,-9.148,1940
1645,1,0,0.729,0.033,0.233,0.109,0.79,0.391,1,0.309,1,0.78,0.363,0.769,0.836,0.149,-1.461,1241
1646,1,0,0.669,0.961,0.711,0.618,0.116,0.157,0.025,0.661,1,0.017,0.281,0.857,0.298,0.66,-2.08,1318
1647,1,1,0.125,0.323,0.054,0.052,0.235,0.64,0.897,0.925,1,0.536,0.318,0.706,0.573,0.995,-13.62,1995
1648,1,0,0.815,0.845,0.445,0.286,0.745,0.089,0.761,0.716,0,0.049,0.362,0.357,0.533,0.358,5.968,249
1649,1,1,0.046,0.673,0.498,0.687,0.009,0.463,0.004,0.999,1,0.579,0.375,0.439,0.372,0.83,-6.571,1803
1650,1,1,0.199,0.621,0.026,0.02,0.343,0.538,0.818,0.131,0,0.912,0.519,0.478,0.92,0.623,-9.228,1944
1651,1,1,0.039,0.542,0.243,0.228,0.074,0.103,0.475,0.443,1,0.463,0.339,0.598,0.919,0.078,-5.154,1678
1652,1,0,0.993,0.653,0.427,0.859,0.514,0.943,0.83,0.104,0,0.826,0.561,0.536,0.255,0.299,5.344,306
1653,1,1,0.224,0.494,0.309,0.631,0.057,0.366,0.593,0.509,1,0.92,0.472,0.852,0.083,0.41,-4.288,1581
1654,1,1,0.763,0.664,0.636,0.137,0.978,0.046,0.517,0.008,1,0.039,0.983,0.735,0.601,0.349,4.065,448
1655,1,1,0.199,0.56,0.971,0.222,0.352,0.204,0.435,0.412,1,0.756,0.872,0.436,0.323,0.994,-6.835,1825
1656,1,1,0.51,0.279,0.373,0.372,0.514,0.685,0.266,0.74,1,0.345,0.509,0.186,0.986,0.614,-3.682,1518
1657,1,1,0.554,0.944,0.152,0.703,0.735,0.17,0.646,0.961,1,0.235,0.09,0.356,0.828,0.473,4.379,411
1658,1,1,0.194,0.334,0.069,0.748,0.999,0.075,0.769,0.412,0,0.515,0.459,0.536,0.638,0.833,0.325,967
1659,1,1,0.211,0.582,0.241,0.95,0.088,0.709,0.572,0.326,1,0.668,0.377,0.068,0.661,0.981,-7.092,1837
1660,1,1,0.67,0.982,0.698,0.79,0.102,0.493,0.923,0.619,0,0.521,0.469,0.132,0.671,0.788,-1.164,1197
1661,1,0,0.675,0.056,0.604,0.784,0.67,0.333,0.94,0.203,0,0.837,0.384,0.999,0.374,0.811,-2.248,1340
1662,1,1,0.438,0.492,0.502,0.038,0.058,0.455,0.315,0.208,1,0.381,0.836,0.136,0.266,0.6,-6.014,1764
1663,1,1,0.314,0.266,0.579,0.916,0.226,0.588,0.791,0.168,0,0.916,0.02,0.776,0.801,0.294,-0.359,1080
1664,1,0,0.92,0.345,0.856,0.08,0.466,0.495,0.692,0.835,0,0.662,0.609,0.627,0.854,0.686,-5.43,1702
1665,1,1,0.353,0.194,0.747,0.611,0.295,0.927,0.314,0.331,0,0.423,0.911,0.394,0.462,0.293,0.886,874
1666,1,1,0.139,0.054,0.935,0.803,0.647,0.616,0.073,0.473,0,0.595,0.514,0.03,0.641,0.357,6.038,240
1667,1,0,0.765,0.93,0.912,0.504,0.493,0.122,0.929,0.242,1,0.477,0.577,0.802,0.437,0.783,-1.49,1245
1668,1,0,0.517,0.58,0.735,0.719,0.632,0.051,0.25,0.094,1,0.291,0.122,0.202,0.46,0.196,8.613,84
1669,1,0,0.967,0.841,0.803,0.189,0.293,0.154,0.589,0.548,1,0.324,0.165,0.025,0.137,0.152,7.096,158
1670,1,0,0.73,0.637,0.978,0.062,0.787,0.488,0.514,0.565,0,0.825,0.788,0.928,0.577,0.349,1.362,806
1671,1,0,0.031,0.504,0.178,0.912,0.789,0.213,0.935,0.102,0,0.075,0.028,0.398,0.14,0.907,3.14,555
1672,1,0,0.257,0.083,0.227,0.78,0.964,0.775,0.13,0.311,1,0.055,0.552,0.246,0.625,0.312,5.216,321
1673,1,0,0.698,0.122,0.911,0.127,0.396,0.77,0.165,0.838,0,0.012,0.572,0.571,0.455,0.86,-4.898,1653
1674,1,0,0.476,0.624,0.522,0.986,0.426,0.086,0.283,0.523,1,0.387,0.292,0.223,0.793,0.244,4.155,433
1675,1,1,0.054,0.798,0.367,0.262,0.915,0.201,0.891,0.7,1,0.649,0.079,0.973,0.406,0.719,-0.217,1056
1676,1,1,0.103,0.622,0.415,0.633,0.921,0.526,0.08,0.945,1,0.934,0.326,0.957,0.785,0.826,-2.752,1399
1677,1,0,0.631,0.917,0.666,0.934,0.113,0.746,0.253,0.163,1,0.994,0.644,0.861,0.769,0.842,-8.152,1900
1678,1,1,0.187,0.528,0.658,0.82,0.584,0.576,0.735,0.204,0,0.525,0.351,0.875,0.163,0.968,-0.568,1107
1679,1,1,0.163,0.816,0.885,0.684,0.193,0.33,0.6,0.057,1,0.769,0.292,0.896,0.078,0.114,4.136,439
1680,1,1,0.349,0.468,0.316,0.412,0.864,0.376,0.6,0.458,1,0.396,0.6,0.272,0.298,0.717,1.726,759
1681,1,1,0.75,0.768,0.672,0.031,0.125,0.676,0.393,0.442,1,0.113,0.031,0.931,0.981,0.486,-5.911,1756
1682,1,0,0.474,0.794,0.472,0.248,0.375,0.458,0.415,0.283,1,0.381,0.333,0.056,0.602,0.449,-0.277,1063
1683,1,1,0.841,0.708,0.28,0.628,0.12,0.086,0.631,0.872,1,0.106,0.126,0.578,0.348,0.018,4.444,403
1684,1,0,0.366,0.235,0.624,0.551,0.42,0.034,0.318,0.558,1,0.993,0.08,0.961,0.271,0.205,0.413,947
1685,1,0,0.766,0.656,0.45,0.512,0.614,0.314,0.215,0.099,0,0.379,0.558,0.846,0.346,0.844,-1.986,1308
1686,1,0,0.072,0.212,0.987,0.339,0.132,0.729,0.639,0.431,1,0.369,0.902,0.633,0.915,0.384,-7.648,1874
1687,1,1,0.316,0.489,0.036,0.999,0.882,0.403,0.455,0.531,0,0.623,0.24,0.749,0.035,0.036,11.561,21
1688,1,0,0.778,0.138,0.526,0.663,0.36,0.235,0.611,0.079,1,0.449,0.956,0.191,0.898,0.157,-0.601,1112
1689,1,0,0.227,0.194,0.412,0.451,0.182,0.938,0.778,0.998,1,0.645,0.577,0.616,0.646,0.969,-12.646,1991
1690,1,1,0.196,0.259,0.251,0.022,0.058,0.993,0.509,0.85,0,0.747,0.246,0.943,0.689,0.457,-10.156,1965
1691,1,0,0.51,0.764,0.987,0.741,0.078,0.121,0.286,0.31,0,0.023,0.776,0.96,0.946,0.053,0.271,979
1692,1,1,0.288,0.071,0.437,0.366,0.085,0.643,0.803,0.76,0,0.907,0.414,0.063,0.587,0.727,-7.296,1852
1693,1,1,0.76,0.369,0.851,0.713,0.497,0.954,0.292,0.683,1,0.493,0.723,0.405,0.4,0.62,1.591,775
1694,1,1,0.203,0.923,0.693,0.248,0.916,0.391,0.864,0.445,1,0.45,0.279,0.803,0.459,0.76,1.503,788
1695,1,1,0.432,0.447,0.441,0.707,0.888,0.431,0.356,0.117,1,0.104,0.905,0.213,0.844,0.239,5.999,247
1696,1,1,0.869,0.975,0.139,0.496,0.048,0.134,0.98,0.186,0,0.766,0.366,0.933,0.185,0.775,-5.858,1751
1697,1,0,0.418,0.93,0.163,0.99,0.454,0.399,0.974,0.212,0,0.997,0.203,0.478,0.177,0.152,6.848,178
1698,1,0,0.545,0.435,0.645,0.648,0.872,0.225,0.524,0.354,0,0.733,0.482,0.309,0.982,0.91,-1.223,1205
1699,1,1,0.942,0.497,0.911,0.41,0.448,0.728,0.516,0.391,1,0.681,0.479,0.981,0.343,0.504,0.071,1011
1700,1,1,0.801,0.437,0.443,0.993,0.39,0.538,0.582,0.997,0,0.5,0.833,0.555,0.504,0.206,4.251,425
1701,1,0,0.956,0.315,0.556,0.606,0.563,0.021,0.293,0.863,1,0.387,0.829,0.683,0.849,0.736,-4.857,1647
1702,1,0,0.425,0.444,0.829,0.391,0.917,0.187,0.605,0.091,1,0.561,0.865,0.551,0.794,0.531,0.422,946
1703,1,1,0.285,0.207,0.144,0.247,0.538,0.026,0.274,0.056,0,0.502,0.787,0.688,0.541,0.458,-4.02,1551
1704,1,1,0.666,0.094,0.552,0.135,0.737,0.689,0.537,0.362,0,0.133,0.225,0.055,0.496,0.647,2.756,599
1705,1,0,0.069,0.789,0.109,0.559,0.287,0.038,0.456,0.298,0,0.969,0.775,0.041,0.69,0.298,-2.251,1341
1706,1,0,0.525,0.481,0.486,0.761,0.195,0.776,0.606,0.274,0,0.516,0.714,0.369,0.079,0.023,4.917,350
1707,1,1,0.52,0.34,0.778,0.957,0.134,0.786,0.291,0.585,1,0.957,0.477,0.509,0.939,0.226,-1.039,1181
1708,1,1,0.3,0.761,0.362,0.857,0.771,0.396,0.642,0.688,0,0.827,0.034,0.882,0.618,0.911,-0.158,1050
1709,1,1,0.223,0.074,0.093,0.654,0.536,0.619,0.543,0.734,0,0.213,0.27,0.725,0.52,0.211,1.824,745
1710,1,1,0.788,0.683,0.543,0.632,0.916,0.247,0.009,0.882,1,0.854,0.168,0.207,0.291,0.487,8.752,77
1711,1,0,0.257,0.063,0.962,0.465,0.492,0.15,0.616,0.631,0,0.861,0.378,0.978,0.981,0.886,-8.737,1926
1712,1,1,0.56,0.871,0.638,0.273,0.363,0.179,0.159,0.285,0,0.093,0.501,0.771,0.86,0.624,-3.033,1431
1713,1,1,0.376,0.386,0.843,0.475,0.386,0.667,0.501,0.582,0,0.057,0.953,0.271,0.733,0.352,1.275,819
1714,1,1,0.076,0.744,0.276,0.136,0.675,0.041,0.342,0.237,1,0.623,0.189,0.797,0.726,0.775,-5.463,1708
1715,1,1,0.322,0.896,0.575,0.264,0.445,0.841,0.342,0.058,0,0.293,0.852,0.281,0.734,0.3,1.466,797
1716,1,1,0.056,0.977,0.514,0.734,0.701,0.741,0.491,0.717,0,0.601,0.684,0.329,0.724,0.938,-0.791,1150
1717,1,0,0.337,0.839,0.432,0.747,0.028,0.444,0.742,0.387,1,0.946,0.37,0.801,0.012,0.817,-6.502,1795
1718,1,0,0.952,0.493,0.684,0.869,0.247,0.964,0.562,0.397,1,0.708,0.666,0.78,0.598,0.744,-5.03,1665
1719,1,0,0.803,0.869,0.686,0.528,0.319,0.998,0.245,0.424,0,0.508,0.117,0.758,0.914,0.241,1.408,803
1720,1,0,0.639,0.241,0.856,0.405,0.023,0.674,0.49,0.429,1,0.88,0.695,0.152,0.31,0.192,-1.243,1211
1721,1,1,0.045,0.43,0.898,0.197,0.168,0.223,0.071,0.874,0,0.827,0.865,0.237,0.59,0.074,-0.25,1061
1722,1,1,0.187,0.836,0.331,0.815,0.349,0.965,0.106,0.69,0,0.97,0.74,0.87,0.589,0.281,-0.624,1119
1723,1,0,0.22,0.403,0.344,0.819,0.783,0.437,0.266,0.636,1,0.345,0.844,0.349,0.564,0.538,1.132,837
1724,1,0,0.438,0.169,0.26,0.266,0.525,0.389,0.397,0.815,1,0.841,0.843,0.412,0.314,0.486,-4.286,1580
1725,1,0,0.882,0.192,0.728,0.703,0.46,0.902,0.233,0.521,0,0.154,0.89,0.929,0.66,0.542,-2.047,1317
1726,1,0,0.997,0.757,0.2,0.729,0.743,0.105,0.713,0.298,1,0.056,0.109,0.368,0.371,0.319,8.184,99
1727,1,0,0.29,0.657,0.518,0.898,0.835,0.065,0.079,0.151,0,0.587,0.65,0.985,0.426,0.568,2.589,618
1728,1,0,0.852,0.838,0.84,0.309,0.907,0.904,0.112,0.65,0,0.125,0.422,0.863,0.317,0.63,5.34,307
1729,1,1,0.415,0.243,0.978,0.673,0.074,0.577,0.896,0.792,0,0.071,0.581,0.633,0.404,0.206,2.079,701
1730,1,1,0.321,0.165,0.447,0.41,0.55,0.781,0.377,0.58,0,0.067,0.203,0.093,0.699,0.053,6.335,209
1731,1,0,0.951,0.264,0.051,0.503,0.949,0.023,0.311,0.27,0,0.438,0.485,0.416,0.632,0.673,1.018,853
1732,1,0,0.391,0.022,0.13,0.397,0.449,0.106,0.357,0.126,0,0.838,0.501,0.815,0.941,0.242,-5.721,1739
1733,1,0,0.935,0.17,0.658,0.739,0.309,0.714,0.577,0.696,1,0.553,0.23,0.094,0.246,0.654,0.855,880
1734,1,1,0.95,0.364,0.574,0.039,0.539,0.044,0.533,0.271,0,0.443,0.878,0.924,0.294,0.699,-3.803,1534
1735,1,1,0.484,0.377,0.17,0.108,0.174,0.325,0.336,0.996,0,0.275,0.222,0.241,0.063,0.557,-2.006,1313
