Object,qid,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,Score,Rank
7724,4,0,0.983,0.004,0.762,0.478,0.352,0.763,0.879,0.733,0,0.692,0.369,0.411,0.844,0.263,5.697,4488
7725,4,1,0.989,0.332,0.064,0.643,0.274,0.814,0.076,0.108,0,0.527,0.133,0.151,0.937,0.978,10.732,730
7726,4,0,0.313,0.969,0.507,0.331,0.291,0.963,0.365,0.123,0,0.667,0.241,0.937,0.773,0.101,10.1455,991
7727,4,1,0.358,0.862,0.596,0.979,0.775,0.582,0.667,0.322,0,0.988,0.544,0.645,0.859,0.323,7.9695,2367
7728,4,0,0.563,0.334,0.815,0.121,0.62,0.709,0.683,0.244,0,0.47,0.192,0.234,0.221,0.176,7.3185,2943
7729,4,1,0.929,0.801,0.94,0.858,0.176,0.311,0.897,0.214,0,0.976,0.048,0.387,0.086,0.242,9.4715,1365
7730,4,0,0.342,0.847,0.527,0.67,0.174,0.091,0.683,0.816,0,0.904,0.044,0.926,0.821,0.475,2.4815,7621
7731,4,0,0.218,0.246,0.011,0.551,0.49,0.071,0.262,0.715,0,0.121,0.75,0.575,0.962,0.032,-3.8775,9948
7732,4,0,0.271,0.884,0.403,0.997,0.181,0.622,0.862,0.912,0,0.026,0.298,0.098,0.373,0.435,6.32,3860
7733,4,0,0.406,0.15,0.012,0.91,0.026,0.078,0.706,0.328,1,0.084,0.285,0.748,0.692,0.216,4.086,6139
7734,4,0,0.54,0.246,0.359,0.042,0.271,0.764,0.109,0.824,0,0.841,0.083,0.358,0.471,0.907,4.57,5678
7735,4,1,0.321,0.695,0.212,0.257,0.762,0.739,0.294,0.966,0,0.829,0.88,0.176,0.084,0.922,0.345,9005
7736,4,1,0.082,0.571,0.284,0.007,0.186,0.679,0.421,0.788,1,0.013,0.472,0.933,0.362,0.196,2.7815,7349
7737,4,0,0.683,0.422,0.573,0.781,0.646,0.058,0.282,0.86,1,0.67,0.041,0.574,0.74,0.464,4.9985,5229
7738,4,1,0.67,0.238,0.073,0.83,0.485,0.38,0.157,0.945,1,0.678,0.675,0.471,0.494,0.023,1.4935,8355
7739,4,1,0.776,0.263,0.164,0.761,0.037,0.446,0.188,0.914,0,0.792,0.161,0.27,0.924,0.651,3.6975,6531
7740,4,0,0.871,0.542,0.176,0.077,0.552,0.573,0.595,0.418,1,0.566,0.257,0.803,0.946,0.959,5.836,4356
7741,4,0,0.453,0.058,0.112,0.623,0.388,0.835,0.572,0.268,0,0.55,0.89,0.341,0.324,0.349,4.414,5827
7742,4,0,0.7,0.243,0.024,0.029,0.154,0.375,0.627,0.409,0,0.035,0.06,0.5,0.733,0.36,1.3845,8429
7743,4,1,0.11,0.692,0.9,0.123,0.293,0.351,0.838,0.062,1,0.205,0.6,0.739,0.958,0.122,5.7025,4481
7744,4,0,0.256,0.036,0.675,0.761,0.275,0.836,0.961,0.96,1,0.418,0.699,0.079,0.723,0.604,6.798,3410
7745,4,0,0.768,0.231,0.391,0.277,0.358,0.87,0.393,0.374,1,0.676,0.072,0.12,0.139,0.821,10.7945,715
7746,4,1,0.516,0.887,0.611,0.204,0.957,0.051,0.628,0.939,1,0.122,0.526,0.557,0.671,0.568,-0.145,9220
7747,4,1,0.908,0.636,0.304,0.265,0.354,0.446,0.17,0.57,1,0.852,0.046,0.651,0.925,0.328,6.015,4169
7748,4,0,0.892,0.051,0.11,0.218,0.615,0.589,0.889,0.637,0,0.37,0.041,0.591,0.886,0.655,3.2575,6941
7749,4,1,0.161,0.677,0.876,0.332,0.931,0.283,0.311,0.283,0,0.324,0.734,0.006,0.626,0.626,3.5665,6649
7750,4,0,0.159,0.243,0.556,0.021,0.274,0.636,0.69,0.49,0,0.43,0.309,0.863,0.2,0.585,3.717,6514
7751,4,1,0.905,0.188,0.157,0.504,0.967,0.566,0.682,0.796,0,0.147,0.292,0.859,0.582,0.586,3,7160
7752,4,1,0.396,0.93,0.015,0.344,0.586,0.15,0.162,0.046,1,0.788,0.406,0.166,0.965,0.457,3.9775,6252
7753,4,0,0.313,0.326,0.897,0.67,0.695,0.659,0.931,0.45,0,0.789,0.984,0.2,0.289,0.621,5.1285,5104
7754,4,0,0.381,0.932,0.891,0.246,0.104,0.077,0.406,0.063,1,0.203,0.096,0.493,0.067,0.407,7.8405,2488
7755,4,1,0.975,0.937,0.502,0.504,0.019,0.634,0.272,0.357,1,0.54,0.377,0.669,0.497,0.684,9.8385,1148
7756,4,1,0.1,0.319,0.331,0.957,0.769,0.506,0.476,0.231,1,0.869,0.929,0.101,0.799,0.75,6.9405,3253
7757,4,0,0.738,0.428,0.572,0.302,0.438,0.555,0.947,0.267,0,0.616,0.761,0.194,0.453,0.351,3.1665,7006
7758,4,0,0.326,0.582,0.445,0.981,0.175,0.763,0.278,0.644,0,0.727,0.08,0.064,0.238,0.616,10.1965,966
7759,4,1,0.075,0.348,0.135,0.825,0.613,0.024,0.633,0.158,0,0.45,0.397,0.015,0.239,0.387,2.19,7854
7760,4,0,0.72,0.409,0.949,0.453,0.057,0.463,0.318,0.436,1,0.989,0.918,0.009,0.775,0.676,5.9655,4213
7761,4,1,0.272,0.474,0.458,0.8,0.355,0.392,0.462,0.499,0,0.82,0.646,0.283,0.674,0.803,4.1855,6044
7762,4,0,0.369,0.894,0.47,0.282,0.985,0.101,0.925,0.578,0,0.62,0.96,0.315,0.53,0.821,-2.517,9826
7763,4,1,0.203,0.427,0.166,0.431,0.555,0.298,0.498,0.898,1,0.511,0.403,0.467,0.627,0.789,1.6565,8261
7764,4,0,0.335,0.524,0.754,0.065,0.141,0.404,0.947,0.676,1,0.266,0.76,0.499,0.543,0.171,1.261,8499
7765,4,1,0.976,0.298,0.271,0.755,0.156,0.002,0.425,0.602,1,0.56,0.055,0.515,0.694,0.448,4.343,5916
7766,4,0,0.769,0.426,0.691,0.703,0.864,0.193,0.721,0.629,1,0.76,0.902,0.69,0.375,0.37,2.4325,7652
7767,4,0,0.413,0.244,0.135,0.708,0.121,0.342,0.916,0.288,0,0.595,0.593,0.534,0.172,0.109,1.8115,8138
7768,4,1,0.191,0.699,0.801,0.207,0.674,0.345,0.906,0.508,0,0.567,0.761,0.064,0.461,0.772,1.417,8409
7769,4,0,0.834,0.61,0.699,0.045,0.636,0.503,0.216,0.931,0,0.961,0.137,0.402,0.328,0.952,3.4635,6764
7770,4,1,0.665,0.843,0.204,0.254,0.407,0.857,0.929,0.875,1,0.466,0.708,0.793,0.613,0.426,3.6795,6551
7771,4,1,0.462,0.556,0.823,0.059,0.342,0.269,0.166,0.029,1,0.317,0.491,0,0.751,0.119,5.78,4407
7772,4,0,0.543,0.493,0.057,0.875,0.792,0.55,0.707,0.893,0,0.604,0.562,0.567,0.083,0.149,1.707,8216
7773,4,0,0.095,0.116,0.781,0.173,0.681,0.157,0.663,0.005,1,0.785,0.237,0.584,0.148,0.98,6.613,3581
7774,4,1,0.932,0.665,0.222,0.162,0.706,0.611,0.409,0.495,1,0.885,0.553,0.608,0.015,0.37,4.1805,6048
7775,4,1,0.276,0.2,0.293,0.933,0.095,0.007,0.268,0.979,0,0.198,0.636,0.911,0.712,0.806,-1.002,9513
7776,4,0,0.361,0.26,0.309,0.028,0.663,0.73,0.82,0.744,0,0.465,0.46,0.153,0.791,0.749,1.7075,8215
7777,4,1,0.124,0.517,0.027,0.564,0.127,0.082,0.974,0.741,1,0.261,0.011,0.796,0.931,0.797,2.494,7615
7778,4,1,0.97,0.22,0.37,0.296,0.31,0.45,0.769,0.549,1,0.957,0.045,0.425,0.774,0.873,6.357,3825
7779,4,1,0.761,0.681,0.34,0.152,0.363,0.897,0.279,0.766,0,0.132,0.348,0.925,0.654,0.015,4.465,5785
7780,4,0,0.741,0.681,0.106,0.377,0.591,0.792,0.346,0.269,0,0.486,0.548,0.439,0.935,0.25,5.3975,4806
7781,4,0,0.118,0.442,0.38,0.832,0.33,0.285,0.578,0.692,0,0.898,0.088,0.147,0.655,0.326,4.023,6203
7782,4,1,0.299,0.023,0.714,0.244,0.428,0.066,0.95,0.715,1,0.211,0.553,0.986,0.074,0.55,0.206,9065
7783,4,0,0.039,0.182,0.905,0.02,0.311,0.212,0.603,0.416,0,0.608,0.824,0.036,0.867,0.336,-0.9855,9509
7784,4,1,0.089,0.85,0.093,0.647,0.679,0.221,0.042,0.289,0,0.136,0.314,0.598,0.935,0.755,4.277,5981
7785,4,0,0.635,0.738,0.461,0.986,0.734,0.597,0.105,0.558,1,0.344,0.906,0.787,0.265,0.217,7.334,2929
7786,4,0,0.322,0.591,0.894,0.515,0.918,0.122,0.633,0.897,0,0.39,0.965,0.316,0.288,0.244,-1.893,9738
7787,4,0,0.231,0.292,0.922,0.764,0.653,0.405,0.857,0.326,1,0.827,0.15,0.121,0.959,0.664,10.501,832
7788,4,0,0.576,0.189,0.958,0.402,0.387,0.52,0.963,0.473,0,0.61,0.293,0.166,0.22,0.621,6.3125,3872
7789,4,1,0.488,0.404,0.857,0.497,0.167,0.439,0.912,0.896,1,0.237,0.022,0.88,0.095,0.119,6.631,3560
7790,4,1,0.274,0.033,0.843,0.029,0.135,0.571,0.287,0.127,0,0.398,0.309,0.901,0.376,0.744,6.705,3494
7791,4,1,0.905,0.444,0.584,0.326,0.475,0.741,0.176,0.247,1,0.474,0.069,0.255,0.378,0.822,12.0305,363
7792,4,1,0.285,0.225,0.419,0.405,0.905,0.247,0.198,0.61,0,0.988,0.155,0.695,0.435,0.462,2.2205,7817
7793,4,0,0.108,0.772,0.003,0.908,0.052,0.836,0.878,0.041,0,0.087,0.691,0.411,0.492,0.981,8.956,1653
7794,4,0,0.539,0.492,0.282,0.212,0.199,0.619,0.478,0.824,1,0.888,0.862,0.624,0.87,0.916,1.9235,8059
7795,4,1,0.944,0.384,0.442,0.765,0.328,0.621,0.401,0.784,1,0.923,0.821,0.606,0.341,0.621,5.461,4747
7796,4,1,0.562,0.592,0.134,0.358,0.409,0.885,0.493,0.008,0,0.889,0.729,0.003,0.244,0.05,5.7315,4451
7797,4,1,0.787,0.273,0.48,0.664,0.081,0.99,0.369,0.916,0,0.583,0.387,0.841,0.189,0.808,7.863,2465
7798,4,0,0.3,0.066,0.951,0.073,0.816,0.065,0.304,0.614,0,0.881,0.21,0.564,0.58,0.081,0.162,9088
7799,4,1,0.746,0.274,0.789,0.812,0.959,0.204,0.537,0.406,1,0.517,0.103,0.487,0.707,0.161,8.396,2022
7800,4,1,0.88,0.715,0.827,0.215,0.709,0.079,0.783,0.324,1,0.476,0.207,0.617,0.842,0.171,4.7505,5488
7801,4,0,0.902,0.547,0.076,0.955,0.98,0.437,0.485,0.605,0,0.051,0.996,0.427,0.275,0.252,1.4355,8397
7802,4,1,0.933,0.152,0.979,0.802,0.655,0.153,0.639,0.341,0,0.823,0.909,0.261,0.018,0.752,3.596,6621
7803,4,0,0.787,0.802,0.566,0.151,0.906,0.815,0.057,0.214,0,0.208,0.344,0.506,0.381,0.201,8.085,2272
7804,4,0,0.86,0.57,0.669,0.776,0.321,0.065,0.538,0.437,1,0.728,0.053,0.41,0.726,0.071,6.8305,3368
7805,4,0,0.53,0.871,0.389,0.422,0.821,0.46,0.885,0.619,0,0.315,0.07,0.22,0.778,0.732,5.0925,5138
7806,4,1,0.378,0.648,0.439,0.792,0.489,0.442,0.898,0.578,0,0.381,0.813,0.677,0.683,0.247,2.416,7667
7807,4,0,0.95,0.596,0.497,0.901,0.014,0.96,0.545,0.404,0,0.786,0.298,0.345,0.958,0.647,11.7665,435
7808,4,1,0.984,0.667,0.352,0.792,0.66,0.092,0.978,0.118,0,0.287,0.082,0.58,0.182,0.304,5.5975,4592
7809,4,0,0.866,0.146,0.33,0.077,0.828,0.059,0.299,0.156,0,0.421,0.78,0.116,0.391,0.375,-1.871,9735
7810,4,1,0.162,0.427,0.059,0.773,0.976,0.12,0.976,0.084,0,0.701,0.169,0.627,0.007,0.019,3.006,7154
7811,4,1,0.59,0.995,0.222,0.193,0.908,0.724,0.897,0.841,1,0.066,0.253,0.53,0.778,0.508,5.297,4913
7812,4,1,0.589,0.706,0.344,0.997,0.616,0.505,0.024,0.11,0,0.17,0.664,0.503,0.393,0.168,7.6745,2628
7813,4,1,0.949,0.191,0.045,0.432,0.02,0.174,0.046,0.732,1,0.797,0.833,0.796,0.913,0.934,-0.471,9341
7814,4,0,0.623,0.452,0.764,0.48,0.23,0.916,0.863,0.412,1,0.051,0.273,0.008,0.048,0.39,11.819,412
7815,4,1,0.902,0.878,0.575,0.713,0.958,0.639,0.834,0.665,0,0.529,0.138,0.137,0.769,0.38,7.7625,2563
7816,4,1,0.384,0.801,0.219,0.787,0.372,0.869,0.583,0.413,1,0.705,0.088,0.991,0.759,0.698,12.3625,282
7817,4,1,0.855,0.295,0.352,0.098,0.549,0.363,0.193,0.145,0,0.764,0.636,0.551,0.486,0.385,1.622,8279
7818,4,0,0.987,0.956,0.632,0.963,0.876,0.836,0.366,0.221,1,0.211,0.657,0.916,0.112,0.432,13.267,145
7819,4,1,0.56,0.293,0.495,0.13,0.786,0.094,0.686,0.813,0,0.635,0.153,0.002,0.074,0.785,-0.701,9420
7820,4,1,0.622,0.801,0.259,0.597,0.01,0.095,0.727,0.916,0,0.855,0.595,0.333,0.958,0.849,-1.543,9661
7821,4,0,0.866,0.542,0.961,0.595,0.609,0.518,0.237,0.975,0,0.592,0.38,0.548,0.954,0.572,5.488,4719
7822,4,1,0.32,0.803,0.593,0.91,0.331,0.395,0.888,0.019,0,0.527,0.367,0.584,0.162,0.188,8.2455,2140
7823,4,1,0.026,0.06,0.281,0.936,0.049,0.834,0.613,0.974,0,0.636,0.496,0.126,0.149,0.809,5.4815,4727
7824,4,0,0.982,0.415,0.206,0.569,0.126,0.079,0.596,0.177,1,0.501,0.646,0.979,0.404,0.238,2.6025,7522
7825,4,0,0.588,0.794,0.045,0.821,0.133,0.97,0.194,0.335,1,0.729,0.211,0.929,0.109,0.329,12.338,287
7826,4,1,0.865,0.146,0.557,0.384,0.711,0.15,0.77,0.253,1,0.54,0.287,0.938,0.176,0.762,5.3295,4880
7827,4,0,0.407,0.433,0.551,0.324,0.967,0.953,0.258,0.057,0,0.823,0.345,0.992,0.515,0.704,10.461,849
7828,4,0,0.295,0.738,0.453,0.762,0.97,0.104,0.09,0.839,0,0.113,0.946,0.487,0.948,0.722,-0.649,9410
7829,4,1,0.357,0.601,0.657,0.412,0.944,0.239,0.647,0.01,0,0.441,0.003,0.787,0.305,0.828,7.689,2618
7830,4,1,0.185,0.915,0.068,0.156,0.028,0.371,0.141,0.473,0,0.633,0.549,0.975,0.908,0.718,0.537,8905
7831,4,0,0.836,0.444,0.579,0.015,0.836,0.345,0.074,0.029,1,0.423,0.245,0.913,0.686,0.701,7.409,2864
7832,4,0,0.64,0.879,0.897,0.437,0.939,0.704,0.364,0.804,1,0.216,0.153,0.066,0.775,0.87,10.652,773
7833,4,0,0.006,0.674,0.47,0.044,0.224,0.507,0.261,0.351,1,0.621,0.083,0.425,0.993,0.82,7.3215,2938
7834,4,0,0.541,0.374,0.429,0.203,0.788,0.207,0.322,0.994,1,0.453,0.996,0.722,0.467,0.844,-2.201,9786
7835,4,1,0.666,0.341,0.977,0.925,0.767,0.311,0.134,0.3,0,0.09,0.502,0.605,0.208,0.183,7.7805,2549
7836,4,0,0.228,0.066,0.611,0.342,0.157,0.663,0.774,0.091,0,0.7,0.028,0.969,0.504,0.504,8.675,1819
7837,4,0,0.011,0.236,0.411,0.451,0.878,0.83,0.992,0.763,0,0.798,0.992,0.663,0.698,0.804,1.8205,8133
7838,4,1,0.818,0.536,0.842,0.456,0.349,0.405,0.915,0.268,1,0.441,0.118,0.021,0.88,0.718,9.8445,1144
7839,4,1,0.057,0.088,0.644,0.512,0.575,0.562,0.485,0.721,1,0.856,0.655,0.661,0.777,0.544,4.7715,5460
7840,4,1,0.681,0.341,0.047,0.076,0.705,0.615,0.887,0.342,0,0.668,0.47,0.318,0.662,0.419,1.517,8338
7841,4,1,0.302,0.118,0.099,0.792,0.753,0.404,0.846,0.104,0,0.754,0.268,0.781,0.706,0.506,5.533,4661
7842,4,1,0.236,0,0.33,0.986,0.589,0.215,0.008,0.644,1,0.723,0.993,0.003,0.161,0.788,2.7155,7429
7843,4,0,0.215,0.166,0.757,0.435,0.079,0.664,0.314,0.288,1,0.921,0.841,0.45,0.871,0.296,6.813,3389
7844,4,1,0.125,0.869,0.539,0.128,0.206,0.218,0.897,0.41,1,0.936,0.666,0.362,0.109,1,2.2265,7813
7845,4,1,0.968,0.579,0.004,0.352,0.544,0.771,0.929,0.972,0,0.443,0.357,0.303,0.644,0.48,1.9315,8052
7846,4,0,0.831,0.104,0.32,0.582,0.413,0.538,0.708,0.875,1,0.306,0.637,0.547,0.193,0.493,3.332,6872
7847,4,0,0.649,0.903,0.03,0.982,0.175,0.751,0.514,0.022,1,0.07,0.147,0.747,0.19,0.818,14.0985,80
7848,4,1,0.929,0.026,0.003,0.798,0.32,0.006,0.995,0.769,1,0.632,0.398,0.938,0.814,0.468,0.0965,9121
7849,4,0,0.993,0.256,0.38,0.709,0.593,0.314,0.656,0.421,1,0.775,0.544,0.88,0.629,0.464,5.157,5069
7850,4,1,0.991,0.262,0.086,0.958,0.726,0.52,0.059,0.307,1,0.777,0.325,0.811,0.513,0.842,9.707,1221
7851,4,0,0.424,0.833,0.137,0.068,0.438,0.795,0.947,0.99,0,0.988,0.786,0.75,0.065,0.857,-0.7425,9435
7852,4,1,0.44,0.969,0.816,0.217,0.255,0.835,0.13,0.953,0,0.523,0.723,0.08,0.027,0.198,3.7435,6492
7853,4,0,0.564,0.049,0.549,0.712,0.883,0.757,0.024,0.618,0,0.243,0.379,0.851,0.873,0.214,7.3335,2931
7854,4,1,0.452,0.838,0.74,0.163,0.644,0.939,0.858,0.165,1,0.874,0.848,0.316,0.082,0.64,8.951,1658
7855,4,1,0.124,0.405,0.723,0.475,0.993,0.915,0.586,0.078,1,0.968,0.829,0.207,0.191,0.955,10.8815,689
7856,4,1,0.199,0.362,0.57,0.817,0.803,0.17,0.367,0.377,1,0.436,0.242,0.512,0.169,0.45,7.1815,3060
7857,4,1,0.3,0.066,0.666,0.861,0.061,0.987,0.868,0.304,0,0.38,0.846,0.693,0.916,0.817,9.4985,1353
7858,4,0,0.491,0.175,0.076,0.43,0.888,0.237,0.676,0.181,1,0.028,0.222,0.532,0.273,0.235,4.418,5823
7859,4,1,0.084,0.864,0.507,0.948,0.837,0.169,0.367,0.367,0,0.447,0.187,0.047,0.485,0.903,7.02,3192
7860,4,1,0.413,0.625,0.041,0.701,0.487,0.9,0.106,0.623,0,0.193,0.878,0.718,0.789,0.504,4.749,5491
7861,4,0,0.734,0.627,0.391,0.323,0.518,0.833,0.722,0.816,0,0.573,0.696,0.824,0.755,0.212,2.5865,7537
7862,4,1,0.009,0.578,0.579,0.339,0.915,0.349,0.64,0.032,0,0.931,0.619,0.257,0.05,0.298,3.472,6755
7863,4,0,0.698,0.644,0.717,0.011,0.354,0.345,0.569,0.934,0,0.863,0.885,0.128,0.627,0.089,-3.286,9909
7864,4,0,0.341,0.648,0.059,0.3,0.215,0.666,0.367,0.305,1,0.631,0.209,0.479,0.794,0.51,7.395,2882
7865,4,0,0.603,0.821,0.474,0.991,0.129,0.556,0.889,0.571,0,0.672,0.98,0.909,0.419,0.83,4.6865,5570
7866,4,0,0.551,0.96,0.797,0.275,0.838,0.342,0.751,0.048,1,0.448,0.909,0.154,0.724,0.24,5.1345,5094
7867,4,0,0.763,0.304,0.44,0.381,0.892,0.204,0.835,0.548,0,0.447,0.662,0.53,0.51,0.661,-0.1345,9218
7868,4,1,0.093,0.255,0.776,0.615,0.167,0.508,0.727,0.264,0,0.493,0.984,0.775,0.03,0.996,4.825,5403
7869,4,0,0.21,0.866,0.053,0.184,0.777,0.382,0.103,0.864,1,0.816,0.592,0.223,0.554,0.202,-0.329,9285
7870,4,0,0.132,0.963,0.931,0.834,0.715,0.973,0.72,0.662,0,0.352,0.59,0.159,0.966,0.926,10.94,679
7871,4,0,0.87,0.732,0.629,0.09,0.806,0.758,0.174,0.722,1,0.678,0.621,0.732,0.895,0.125,5.1565,5071
7872,4,1,0.391,0.404,0.817,0.373,0.884,0.562,0.728,0.545,0,0.21,0.564,0.734,0.692,0.498,4.5975,5651
7873,4,0,0.125,0.741,0.018,0.999,0.819,0.419,0.223,0.303,1,0.488,0.116,0.815,0.848,0.291,9.097,1571
7874,4,1,0.025,0.161,0.415,0.489,0.494,0.896,0.869,0.769,0,0.484,0.465,0.666,0.16,0.236,4.5195,5735
7875,4,0,0.684,0.305,0.4,0.266,0.314,0.37,0.176,0.892,1,0.429,0.289,0.601,0.466,0.364,2.7875,7346
7876,4,1,0.648,0.092,0.425,0.696,0.26,0.472,0.079,0.735,1,0.989,0.746,0.853,0.515,0.936,4.7975,5433
7877,4,0,0.207,0.765,0.146,0.965,0.873,0.178,0.478,0.384,0,0.874,0.582,0.818,0.26,0.543,2.771,7359
7878,4,0,0.846,0.872,0.396,0.776,0.296,0.641,0.853,0.724,0,0.788,0.729,0.213,0.967,0.282,3.798,6446
7879,4,1,0.353,0.378,0.486,0.817,0.468,0.464,0.341,0.738,1,0.361,0.884,0.047,0.489,0.875,4.9765,5248
7880,4,1,0.766,0.825,0.761,0.794,0.334,0.847,0.215,0.73,0,0.74,0.814,0.376,0.13,0.721,7.7745,2554
7881,4,0,0.885,0.68,0.304,0.701,0.799,0.597,0.212,0.357,1,0.172,0.337,0.962,0.847,0.455,9.534,1334
7882,4,0,0.389,0.886,0.462,0.789,0.781,0.591,0.994,0.628,1,0.073,0.555,0.409,0.869,0.591,7.5425,2742
7883,4,0,0.374,0.833,0.118,0.227,0.806,0.792,0.013,0.65,0,0.466,0.42,0.977,0.698,0.675,4.3795,5868
7884,4,0,0.397,0.435,0.401,0.425,0.268,0.014,0.958,0.38,1,0.558,0.597,0.446,0.252,0.899,1.701,8223
7885,4,1,0.866,0.334,0.376,0.696,0.763,0.615,0.4,0.403,0,0.194,0.283,0.642,0.698,0.074,6.855,3340
7886,4,0,0.176,0.567,0.597,0.046,0.983,0.225,0.372,0.652,0,0.713,0.473,0.893,0.639,0.104,-1.1245,9551
7887,4,1,0.577,0.1,0.087,0.196,0.737,0.101,0.106,0.672,0,0.609,0.382,0.993,0.953,0.559,-2.3175,9805
7888,4,0,0.116,0.08,0.403,0.963,0.756,0.154,0.678,0.671,0,0.874,0.072,0.438,0.353,0.957,4.4025,5840
7889,4,0,0.322,1,0.477,0.968,0.729,0.197,0.908,0.862,1,0.394,0.17,0.201,0.399,0.545,6.0375,4151
7890,4,1,0.08,0.946,0.986,0.199,0.976,0.708,0.325,0.248,1,0.961,0.173,0.005,0.557,0.387,11.259,576
7891,4,0,0.24,0.849,0.644,0.433,0.189,0.081,0.107,0.692,1,0.043,0.439,0.025,0.325,0.045,2.642,7480
7892,4,0,0.292,0.362,0.669,0.366,0.038,0.253,0.269,0.008,1,0.446,0.171,0.72,0.126,0.141,7.8625,2466
7893,4,0,0.3,0.963,0.281,0.548,0.292,0.447,0.367,0.596,1,0.31,0.798,0.161,0.703,0.522,3.844,6400
7894,4,0,0.389,0.06,0.433,0.576,0.865,0.969,0.611,0.502,0,0.667,0.084,0.055,0.217,0.686,9.773,1187
7895,4,0,0.507,0.895,0.952,0.028,0.746,0.776,0.011,0.907,0,0.663,0.279,0.422,0.79,0.771,6.1885,4002
7896,4,0,0.686,0.041,0.79,0.679,0.419,0.807,0.7,0.505,1,0.174,0.392,0.851,0.62,0.433,10.7725,720
7897,4,1,0.931,0.703,0.857,0.903,0.688,0.64,0.438,0,1,0.719,0.848,0.093,0.036,0.059,11.2825,569
7898,4,1,0.186,0.255,0.559,0.38,0.21,0.785,0.471,0.165,1,0.981,0.232,0.593,0.269,0.606,10.7265,734
7899,4,0,0.129,0.926,0.573,0.658,0.912,0.722,0.798,0.547,0,0.845,0.042,0.91,0.384,0.505,8.9405,1664
7900,4,1,0.882,0.108,0.427,0.382,0.57,0.999,0.401,0.065,1,0.375,0.445,0.238,0.902,0.915,12.393,272
7901,4,0,0.273,0.968,0.329,0.46,0.964,0.054,0.411,0.567,0,0.003,0.869,0.836,0.697,0.227,-2.0995,9767
7902,4,1,0.459,0.992,0.283,0.621,0.237,0.5,0.395,0.92,1,0.021,0.965,0.811,0.474,0.996,3.122,7048
7903,4,0,0.529,0.729,0.473,0.007,0.417,0.758,0.159,0.981,1,0.121,0.513,0.664,0.588,0.982,4.768,5463
7904,4,1,0.792,0.438,0.102,0.281,0.13,0.984,0.44,0.955,1,0.045,0.888,0.122,0.78,0.194,3.1325,7040
7905,4,1,0.881,0.201,0.713,0.286,0.729,0.692,0.488,0.502,1,0.067,0.551,0.96,0.458,0.637,7.6285,2673
7906,4,0,0.441,0.68,0.42,0.522,0.032,0.372,0.122,0.689,0,0.501,0.721,0.302,0.505,0.735,1.8465,8112
7907,4,1,0.063,0.766,0.196,0.872,0.346,0.632,0.768,0.083,0,0.033,0.94,0.871,0.389,0.283,5.5225,4675
7908,4,0,0.76,0.222,0.96,0.872,0.711,0.431,0.898,0.595,0,0.891,0.395,0.889,0.281,0.69,6.9915,3211
7909,4,0,0.128,0.223,0.308,0.924,0.99,0.247,0.483,0.441,0,0.34,0.28,0.769,0.169,0.277,4.2725,5986
7910,4,1,0.906,0.17,0.069,0.6,0.863,0.335,0.683,0.759,1,0.009,0.03,0.555,0.185,0.607,4.857,5363
7911,4,0,0.909,0.463,0.682,0.314,0.645,0.835,0.675,0.102,0,0.804,0.932,0.675,0.038,0.649,6.622,3575
7912,4,0,0.371,0.553,0.315,0.846,0.17,0.604,0.385,0.608,1,0.105,0.992,0.235,0.596,0.572,5.481,4729
7913,4,1,0.345,0.095,0.795,0.091,0.975,0.54,0.64,0.799,1,0.871,0.51,0.726,0.129,0.795,3.7945,6447
7914,4,1,0.428,0.903,0.449,0.504,0.565,0.208,0.495,0.936,1,0.396,0.759,0.717,0.043,0.355,0.4615,8946
7915,4,0,0.062,0.286,0.508,0.046,0.714,0.863,0.541,0.13,1,0.962,0.629,0.492,0.856,0.198,6.963,3239
7916,4,1,0.975,0.002,0.952,0.462,0.07,0.828,0.652,0.098,0,0.02,0.382,0.303,0.15,0.973,11.629,480
7917,4,1,0.929,0.297,0.444,0.034,0.876,0.624,0.283,0.472,0,0.456,0.529,0.782,0.489,0.52,2.9635,7195
7918,4,1,0.595,0.579,0.757,0.725,0.206,0.695,0.991,0.667,1,0.673,0.006,0.415,0.903,0.773,11.5565,502
7919,4,1,0.404,0.115,0.557,0.129,0.364,0.784,0.799,0.947,0,0.253,0.799,0.639,0.068,0.941,1.218,8527
7920,4,1,0.986,0.516,0.835,0.87,0.817,0.534,0.859,0.813,0,0.723,0.308,0.799,0.916,0.442,6.8085,3400
7921,4,0,0.35,0.647,0.025,0.866,0.701,0.54,0.538,0.239,0,0.697,0.605,0.622,0.792,0.4,5.0655,5164
7922,4,0,0.699,0.279,0.447,0.85,0.415,0.318,0.295,0.534,1,0.28,0.461,0.609,0.446,0.688,6.8325,3362
7923,4,0,0.295,0.788,0.387,0.408,0.881,0.497,0.502,0.642,0,0.151,0.334,0.799,0.234,0.999,4.5405,5712
7924,4,0,0.764,0.765,0.072,0.82,0.724,0.243,0.249,0.099,0,0.114,0.419,0.228,0.819,0.487,5.3135,4898
7925,4,0,0.638,0.625,0.35,0.579,0.115,0.5,0.593,0.335,1,0.134,0.302,0.408,0.07,0.415,8.0165,2331
7926,4,1,0.188,0.369,0.625,0.584,0.241,0.205,0.311,0.232,1,0.744,0.818,0.524,0.458,0.521,4.3715,5879
